Date,Open,High,Low,Close,Volume,SMA_50,SMA_100,SMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,ATR,Year_High,Year_Low
2023-12-21 00:00:00+00:00,1.0945708751678467,1.099976897239685,1.0936251878738403,1.0945708751678467,0,,,,,0.0,0.0,0.0,,,,,,,
2023-12-22 00:00:00+00:00,1.100618600845337,1.1040574312210083,1.0994206666946411,1.100618600845337,0,,,,,0.0004824396551843524,9.648793103687048e-05,0.00038595172414748193,,,,,,,
2023-12-25 00:00:00+00:00,1.102657437324524,1.1042402982711792,1.0999890565872192,1.102657437324524,0,,,,,0.0010175637804612503,0.0002807031009217465,0.0007368606795395039,,,,,,,
2023-12-26 00:00:00+00:00,1.1020255088806152,1.1039965152740479,1.1009578704833984,1.1020255088806152,0,,,,,0.0013748141590932406,0.0004995253125560453,0.0008752888465371953,,,,,,,
2023-12-27 00:00:00+00:00,1.1043012142181396,1.1122480630874634,1.1029249429702759,1.1043012142181396,0,,,,,0.001820581529287546,0.0007637365559023455,0.0010568449733852005,,,,,,,
2023-12-28 00:00:00+00:00,1.110864281654358,1.113945484161377,1.1071009635925293,1.110864281654358,0,,,,,0.0026726316401146644,0.0011455155727448094,0.001527116067369855,,,,,,,
2023-12-29 00:00:00+00:00,1.1068191528320312,1.1086474657058716,1.1043256521224976,1.1068191528320312,0,,,,,0.0029870465885246666,0.001513821775900781,0.0014732248126238857,,,,,,,
2024-01-01 00:00:00+00:00,1.1055831909179688,1.1053388118743896,1.1039965152740479,1.1055831909179688,0,,,,,0.0031007474171993454,0.001831206904160494,0.0012695405130388514,,,,,,,
2024-01-02 00:00:00+00:00,1.1038745641708374,1.1046061515808105,1.0941996574401855,1.1038745641708374,0,,,,,0.0030181924009518024,0.002068604003518756,0.0009495883974330465,,,,,,,
2024-01-03 00:00:00+00:00,1.0941756963729858,1.0967004299163818,1.0898706912994385,1.0941756963729858,0,,,,,0.0021454183342515254,0.00208396686966531,6.145146458621555e-05,,,,,,,
2024-01-04 00:00:00+00:00,1.0927767753601074,1.0970205068588257,1.0917030572891235,1.0927767753601074,0,,,,,0.0013255769381257387,0.0019322888833573956,-0.0006067119452316568,,,,,,,
2024-01-05 00:00:00+00:00,1.0947387218475342,1.0996382236480713,1.0879853963851929,1.0947387218475342,0,,,,,0.0008246533197806549,0.0017107617706420475,-0.0008861084508613925,,,,,,,
2024-01-08 00:00:00+00:00,1.0942236185073853,1.0978153944015503,1.092454433441162,1.0942236185073853,0,,,,,0.00038170317206520643,0.0014449500509266793,-0.0010632468788614729,,,,,,,
2024-01-09 00:00:00+00:00,1.095170259475708,1.0967316627502441,1.0912623405456543,1.095170259475708,0,,,,50.76709486467519,0.00010582808318471137,0.0011771256573782857,-0.0010712975741935743,,,,,0.007538872105734689,,
2024-01-10 00:00:00+00:00,1.0932426452636719,1.0969723463058472,1.0923351049423218,1.0932426452636719,0,,,,48.38005234079674,-0.000265289180951811,0.0008886426897122664,-0.0011539318706640773,,,,,0.007416410105569022,,
2024-01-11 00:00:00+00:00,1.0975141525268555,1.0991426706314087,1.0931470394134521,1.0975141525268555,0,,,,46.04224924012158,-0.00021228031355735588,0.000668458089058342,-0.0008807384026156979,,,,,0.007167058331625802,,
2024-01-12 00:00:00+00:00,1.0981649160385132,1.098659634590149,1.0937089920043945,1.0981649160385132,0,,,,44.062503938794286,-0.0001164172420069498,0.0005114830228452837,-0.0006279002648522335,,,,,0.007217015538896833,,
2024-01-15 00:00:00+00:00,1.0945708751678467,1.0958904027938843,1.0934100151062012,1.0945708751678467,0,,,,40.863052448247245,-0.00032668826974013854,0.00034384876432819926,-0.0006705370340683378,,,,,0.007339605263301304,,
2024-01-16 00:00:00+00:00,1.0945708751678467,1.094666838645935,1.086708426475525,1.0945708751678467,0,,,,37.369163824532514,-0.00048770758469074416,0.0001775374945244106,-0.0006652450792151547,,,,,0.0071778808321271625,,
2024-01-17 00:00:00+00:00,1.087878942489624,1.0884946584701538,1.0845398902893066,1.087878942489624,0,,,,20.262496337081075,-0.0011421337848698254,-8.639676135443661e-05,-0.0010557370235153888,1.0984171152114868,1.1101301899064504,1.0867040405165231,0.023426149389927264,0.007205503327505929,,
2024-01-18 00:00:00+00:00,1.0885775089263916,1.0907504558563232,1.084869384765625,1.0885775089263916,0,,,,24.162338495620048,-0.0015861189976342782,-0.000386341208610405,-0.0011997777890238731,1.0981174468994142,1.1105305963939387,1.0857042974048896,0.02482629898904909,0.007158534867422921,,
2024-01-19 00:00:00+00:00,1.0879143476486206,1.0892653465270996,1.0868265628814697,1.0879143476486206,0,,,,24.56087355011894,-0.001968796984236132,-0.0007028323637355504,-0.0012659646205005815,1.0974822342395782,1.1106346796201287,1.0843297888590278,0.026304890761100985,0.007131116730826241,,
2024-01-22 00:00:00+00:00,1.089229702949524,1.0909883975982666,1.0880327224731445,1.089229702949524,0,,,,28.673207924504723,-0.002141250858746835,-0.0009905160627378072,-0.0011507347960090276,1.0968108475208282,1.1102193580607436,1.083402336980913,0.02681702107983064,0.006537582193102155,,
2024-01-23 00:00:00+00:00,1.088020920753479,1.0918222665786743,1.0824267864227295,1.088020920753479,0,,,,38.092602330279796,-0.0023483896437745955,-0.0012620907789451649,-0.0010862988648294306,1.0961106181144715,1.1098315773476104,1.0823896588813327,0.027441918466277748,0.006208411284855434,,
2024-01-24 00:00:00+00:00,1.0857881307601929,1.0931470394134521,1.0851871967315674,1.0857881307601929,0,,,,36.90195850629823,-0.0026620298919783902,-0.0015420786015518102,-0.00111995129042658,1.095184963941574,1.1090761849368092,1.081293742946339,0.027782441990470197,0.006397153650011335,,
2024-01-25 00:00:00+00:00,1.088174819946289,1.0900371074676514,1.0826143026351929,1.088174819946289,0,,,,37.89079681204806,-0.0026870317480394146,-0.001771069230849331,-0.0009159625171900835,1.0940504908561706,1.1061391904925975,1.0819617912197437,0.024177399272853783,0.006095009190695626,,
2024-01-26 00:00:00+00:00,1.0847046375274658,1.0883287191390991,1.0813382863998413,1.0847046375274658,0,,,,34.165658648793354,-0.0029528223211212623,-0.0020074198489037176,-0.0009454024722175447,1.0929447650909423,1.1041274847131177,1.0817620454687669,0.02236543924435086,0.006211400032043457,,
2024-01-29 00:00:00+00:00,1.0843517780303955,1.084975242614746,1.079715371131897,1.0843517780303955,0,,,,31.641339353627544,-0.003155560737733598,-0.002237048026669694,-0.0009185127110639042,1.0918831944465637,1.1019938845763873,1.08177250431674,0.020221380259647148,0.006196439266204834,,
