DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-11,93.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-12,93.1,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-01,92.7,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-02,93.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-03,92.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-04,94.3,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-05,93.6,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-06,93.1,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-07,93.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-08,92.1,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-09,93.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-10,93.1,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-11,92.8,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-12,94.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-01,93.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-02,95.7,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-03,95.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-04,95.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-05,95.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-06,96.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-07,96.7,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-08,95.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-09,95.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-10,96.1,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-11,95.6,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-12,95.6,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-01,97.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-02,96.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-03,95.5,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-04,97.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-05,95.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-06,96.3,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-07,96.1,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-08,96.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-09,96.5,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-10,97.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-11,97.6,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-12,97.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-01,97.1,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-02,97.8,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-03,97.6,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-04,98.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-05,98.8,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-06,98.8,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-07,99.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-08,100.7,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-09,100.3,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-10,100.3,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-11,103.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-12,103.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-01,100.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-02,100.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-03,100.5,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-04,100.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-05,101.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-06,101.3,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-07,99.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-08,101.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-09,100.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-10,100.7,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-11,99.3,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-12,99.5,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-01,100.5,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-02,99.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-03,100.1,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-04,99.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-05,100.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-06,99.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-07,99.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-08,99.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-09,99.3,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-10,100.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-11,98.6,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-12,96.7,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-01,99.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-02,98.7,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-03,87.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-04,71.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-05,81.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-06,88.7,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-07,92.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-08,93.6,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-09,94.1,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-10,96.8,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-11,99.5,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-12,98.7,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-01,100.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-02,98.8,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-03,100.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-04,100.8,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-05,99.7,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-06,99.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-07,101.3,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-08,99.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-09,99.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-10,99.3,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-11,100.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-12,102.0,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-01,101.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-02,101.8,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-03,99.9,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-04,100.2,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-05,102.5,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-06,102.1,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-07,100.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-08,102.4,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-09,103.6,,
ESTAT:STS_INPR_M(1.0),05/12/25 11:00:00,Monthly,Production (volume),"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-10,102.6,,
