DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-11,88.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-12,90.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-01,89.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-02,89.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-03,89.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-04,89.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-05,89.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-06,89.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-07,90.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-08,90.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-09,90.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-10,91.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-11,90.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2016-12,91.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-01,91.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-02,91.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-03,92.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-04,91.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-05,92.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-06,92.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-07,92.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-08,92.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-09,93.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-10,92.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-11,93.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2017-12,93.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-01,92.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-02,93.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-03,93.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-04,93.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-05,94.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-06,93.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-07,94.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-08,94.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-09,94.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-10,94.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-11,94.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2018-12,94.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-01,95.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-02,95.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-03,95.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-04,96.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-05,95.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-06,96.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-07,96.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-08,96.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-09,96.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-10,96.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-11,96.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2019-12,97.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-01,97.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-02,97.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-03,87.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-04,77.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-05,92.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-06,97.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-07,97.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-08,100.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-09,99.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-10,100.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-11,94.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2020-12,98.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-01,92.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-02,96.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-03,99.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-04,96.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-05,100.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-06,102.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-07,101.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-08,101.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-09,101.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-10,102.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-11,103.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2021-12,102.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-01,101.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-02,102.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-03,102.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-04,101.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-05,102.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-06,100.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-07,100.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-08,100.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-09,102.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-10,100.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-11,100.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2022-12,99.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-01,100.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-02,99.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-03,99.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-04,99.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-05,99.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-06,99.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-07,99.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-08,98.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-09,98.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-10,99.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-11,99.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2023-12,99.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-01,99.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-02,99.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-03,99.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-04,99.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-05,100.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-06,99.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-07,100.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-08,101.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-09,101.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-10,101.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-11,101.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2024-12,101.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2025-01,101.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2025-02,102.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2025-03,102.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2025-04,102.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2025-05,102.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2025-06,103.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2025-07,103.0,,
