DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-02,89.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-03,88.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-04,89.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-05,89.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-06,89.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-07,89.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-08,90.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-09,89.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-10,90.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-11,90.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2006-12,91.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-01,90.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-02,90.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-03,91.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-04,91.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-05,90.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-06,91.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-07,91.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-08,91.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-09,91.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-10,91.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-11,91.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2007-12,91.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-01,91.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-02,91.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-03,90.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-04,91.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-05,91.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-06,90.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-07,89.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-08,90.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-09,90.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-10,89.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-11,90.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2008-12,89.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-01,88.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-02,88.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-03,87.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-04,88.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-05,87.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-06,87.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-07,88.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-08,87.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-09,88.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-10,88.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-11,87.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2009-12,89.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-01,87.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-02,88.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-03,89.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-04,88.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-05,88.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-06,88.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-07,88.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-08,88.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-09,88.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-10,88.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-11,88.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2010-12,88.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-01,88.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-02,89.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-03,88.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-04,89.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-05,87.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-06,88.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-07,88.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-08,88.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-09,88.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-10,88.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-11,87.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2011-12,87.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-01,87.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-02,87.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-03,87.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-04,86.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-05,87.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-06,87.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-07,87.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-08,87.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-09,86.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-10,86.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-11,85.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2012-12,86.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-01,86.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-02,85.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-03,86.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-04,85.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-05,86.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-06,86.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-07,86.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-08,86.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-09,86.5,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-10,86.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-11,87.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2013-12,86.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-01,86.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-02,86.8,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-03,87.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-04,87.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-05,86.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-06,87.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-07,86.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-08,87.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-09,87.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-10,87.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-11,87.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2014-12,88.9,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-01,88.4,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-02,88.3,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-03,88.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-04,88.7,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-05,89.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-06,89.0,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-07,89.6,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-08,89.1,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-09,89.2,,
ESTAT:STS_TRTU_M(1.0),05/12/25 11:00:00,Monthly,Volume of sales,"Retail trade, except of motor vehicles and motorcycles",Seasonally and calendar adjusted data,"Index, 2021=100",Euro area – 20 countries (from 2023),2015-10,89.0,,
